E:\Data\IMG\center_2021_04_10_12_59_12_457.jpg, E:\Data\IMG\left_2021_04_10_12_59_12_457.jpg, E:\Data\IMG\right_2021_04_10_12_59_12_457.jpg, 0, 0, 0, 7.935691E-05
E:\Data\IMG\center_2021_04_10_12_59_12_558.jpg, E:\Data\IMG\left_2021_04_10_12_59_12_558.jpg, E:\Data\IMG\right_2021_04_10_12_59_12_558.jpg, 0, 0, 0, 7.766928E-05
E:\Data\IMG\center_2021_04_10_12_59_12_660.jpg, E:\Data\IMG\left_2021_04_10_12_59_12_660.jpg, E:\Data\IMG\right_2021_04_10_12_59_12_660.jpg, 0, 0, 0, 7.944649E-05
E:\Data\IMG\center_2021_04_10_12_59_12_764.jpg, E:\Data\IMG\left_2021_04_10_12_59_12_764.jpg, E:\Data\IMG\right_2021_04_10_12_59_12_764.jpg, 0, 0, 0, 7.800134E-05
E:\Data\IMG\center_2021_04_10_12_59_12_866.jpg, E:\Data\IMG\left_2021_04_10_12_59_12_866.jpg, E:\Data\IMG\right_2021_04_10_12_59_12_866.jpg, 0, 0, 0, 7.79957E-05
E:\Data\IMG\center_2021_04_10_12_59_12_967.jpg, E:\Data\IMG\left_2021_04_10_12_59_12_967.jpg, E:\Data\IMG\right_2021_04_10_12_59_12_967.jpg, 0, 0, 0, 7.862256E-05
E:\Data\IMG\center_2021_04_10_12_59_13_069.jpg, E:\Data\IMG\left_2021_04_10_12_59_13_069.jpg, E:\Data\IMG\right_2021_04_10_12_59_13_069.jpg, 0, 0, 0, 7.895422E-05
E:\Data\IMG\center_2021_04_10_12_59_13_171.jpg, E:\Data\IMG\left_2021_04_10_12_59_13_171.jpg, E:\Data\IMG\right_2021_04_10_12_59_13_171.jpg, 0, 0, 0, 7.795221E-05
E:\Data\IMG\center_2021_04_10_12_59_13_271.jpg, E:\Data\IMG\left_2021_04_10_12_59_13_271.jpg, E:\Data\IMG\right_2021_04_10_12_59_13_271.jpg, 0, 0, 0, 7.994814E-05
E:\Data\IMG\center_2021_04_10_12_59_13_372.jpg, E:\Data\IMG\left_2021_04_10_12_59_13_372.jpg, E:\Data\IMG\right_2021_04_10_12_59_13_372.jpg, 0, 0, 0, 7.775805E-05
E:\Data\IMG\center_2021_04_10_12_59_13_472.jpg, E:\Data\IMG\left_2021_04_10_12_59_13_472.jpg, E:\Data\IMG\right_2021_04_10_12_59_13_472.jpg, 0, 0, 0, 7.794845E-05
E:\Data\IMG\center_2021_04_10_12_59_13_575.jpg, E:\Data\IMG\left_2021_04_10_12_59_13_575.jpg, E:\Data\IMG\right_2021_04_10_12_59_13_575.jpg, 0, 0, 0, 7.867884E-05
E:\Data\IMG\center_2021_04_10_12_59_13_678.jpg, E:\Data\IMG\left_2021_04_10_12_59_13_678.jpg, E:\Data\IMG\right_2021_04_10_12_59_13_678.jpg, 0, 0, 0, 7.827711E-05
E:\Data\IMG\center_2021_04_10_12_59_13_782.jpg, E:\Data\IMG\left_2021_04_10_12_59_13_782.jpg, E:\Data\IMG\right_2021_04_10_12_59_13_782.jpg, 0, 0, 0, 7.897642E-05
E:\Data\IMG\center_2021_04_10_12_59_13_884.jpg, E:\Data\IMG\left_2021_04_10_12_59_13_884.jpg, E:\Data\IMG\right_2021_04_10_12_59_13_884.jpg, 0, 0, 0, 7.994712E-05
E:\Data\IMG\center_2021_04_10_12_59_13_986.jpg, E:\Data\IMG\left_2021_04_10_12_59_13_986.jpg, E:\Data\IMG\right_2021_04_10_12_59_13_986.jpg, 0, 0, 0, 7.784615E-05
E:\Data\IMG\center_2021_04_10_12_59_14_088.jpg, E:\Data\IMG\left_2021_04_10_12_59_14_088.jpg, E:\Data\IMG\right_2021_04_10_12_59_14_088.jpg, 0, 0, 0, 7.854644E-05
E:\Data\IMG\center_2021_04_10_12_59_14_188.jpg, E:\Data\IMG\left_2021_04_10_12_59_14_188.jpg, E:\Data\IMG\right_2021_04_10_12_59_14_188.jpg, 0, 0, 0, 7.908695E-05
E:\Data\IMG\center_2021_04_10_12_59_14_288.jpg, E:\Data\IMG\left_2021_04_10_12_59_14_288.jpg, E:\Data\IMG\right_2021_04_10_12_59_14_288.jpg, 0, 0, 0, 8.247279E-05
E:\Data\IMG\center_2021_04_10_12_59_14_390.jpg, E:\Data\IMG\left_2021_04_10_12_59_14_390.jpg, E:\Data\IMG\right_2021_04_10_12_59_14_390.jpg, 0, 0, 0, 7.902525E-05
E:\Data\IMG\center_2021_04_10_12_59_14_493.jpg, E:\Data\IMG\left_2021_04_10_12_59_14_493.jpg, E:\Data\IMG\right_2021_04_10_12_59_14_493.jpg, 0, 0.07816831, 0, 0.01098303
E:\Data\IMG\center_2021_04_10_12_59_14_596.jpg, E:\Data\IMG\left_2021_04_10_12_59_14_596.jpg, E:\Data\IMG\right_2021_04_10_12_59_14_596.jpg, 0, 0.2602272, 0, 0.3122794
E:\Data\IMG\center_2021_04_10_12_59_14_697.jpg, E:\Data\IMG\left_2021_04_10_12_59_14_697.jpg, E:\Data\IMG\right_2021_04_10_12_59_14_697.jpg, 0, 0.3566961, 0, 0.5746161
E:\Data\IMG\center_2021_04_10_12_59_14_800.jpg, E:\Data\IMG\left_2021_04_10_12_59_14_800.jpg, E:\Data\IMG\right_2021_04_10_12_59_14_800.jpg, 0, 0.6519, 0, 1.197366
E:\Data\IMG\center_2021_04_10_12_59_14_902.jpg, E:\Data\IMG\left_2021_04_10_12_59_14_902.jpg, E:\Data\IMG\right_2021_04_10_12_59_14_902.jpg, 0, 0.9554747, 0, 2.184217
E:\Data\IMG\center_2021_04_10_12_59_15_004.jpg, E:\Data\IMG\left_2021_04_10_12_59_15_004.jpg, E:\Data\IMG\right_2021_04_10_12_59_15_004.jpg, -0.2785638, 1, 0, 3.350549
E:\Data\IMG\center_2021_04_10_12_59_15_105.jpg, E:\Data\IMG\left_2021_04_10_12_59_15_105.jpg, E:\Data\IMG\right_2021_04_10_12_59_15_105.jpg, -0.1883517, 1, 0, 4.516582
E:\Data\IMG\center_2021_04_10_12_59_15_205.jpg, E:\Data\IMG\left_2021_04_10_12_59_15_205.jpg, E:\Data\IMG\right_2021_04_10_12_59_15_205.jpg, -0.1718505, 1, 0, 5.674408
E:\Data\IMG\center_2021_04_10_12_59_15_305.jpg, E:\Data\IMG\left_2021_04_10_12_59_15_305.jpg, E:\Data\IMG\right_2021_04_10_12_59_15_305.jpg, -0.1297446, 1, 0, 6.813869
E:\Data\IMG\center_2021_04_10_12_59_15_409.jpg, E:\Data\IMG\left_2021_04_10_12_59_15_409.jpg, E:\Data\IMG\right_2021_04_10_12_59_15_409.jpg, 0, 1, 0, 8.174143
E:\Data\IMG\center_2021_04_10_12_59_15_510.jpg, E:\Data\IMG\left_2021_04_10_12_59_15_510.jpg, E:\Data\IMG\right_2021_04_10_12_59_15_510.jpg, -0.1147872, 1, 0, 9.296692
E:\Data\IMG\center_2021_04_10_12_59_15_613.jpg, E:\Data\IMG\left_2021_04_10_12_59_15_613.jpg, E:\Data\IMG\right_2021_04_10_12_59_15_613.jpg, -0.2613015, 1, 0, 10.37865
E:\Data\IMG\center_2021_04_10_12_59_15_715.jpg, E:\Data\IMG\left_2021_04_10_12_59_15_715.jpg, E:\Data\IMG\right_2021_04_10_12_59_15_715.jpg, 0, 1, 0, 11.57701
E:\Data\IMG\center_2021_04_10_12_59_15_816.jpg, E:\Data\IMG\left_2021_04_10_12_59_15_816.jpg, E:\Data\IMG\right_2021_04_10_12_59_15_816.jpg, 0, 1, 0, 12.53196
E:\Data\IMG\center_2021_04_10_12_59_15_916.jpg, E:\Data\IMG\left_2021_04_10_12_59_15_916.jpg, E:\Data\IMG\right_2021_04_10_12_59_15_916.jpg, 0, 1, 0, 13.65408
E:\Data\IMG\center_2021_04_10_12_59_16_019.jpg, E:\Data\IMG\left_2021_04_10_12_59_16_019.jpg, E:\Data\IMG\right_2021_04_10_12_59_16_019.jpg, -0.122835, 1, 0, 14.69223
E:\Data\IMG\center_2021_04_10_12_59_16_121.jpg, E:\Data\IMG\left_2021_04_10_12_59_16_121.jpg, E:\Data\IMG\right_2021_04_10_12_59_16_121.jpg, -0.4249107, 1, 0, 15.75122
E:\Data\IMG\center_2021_04_10_12_59_16_225.jpg, E:\Data\IMG\left_2021_04_10_12_59_16_225.jpg, E:\Data\IMG\right_2021_04_10_12_59_16_225.jpg, -0.7414272, 1, 0, 16.54185
